span_id,event_id,region,event_type,forecast_month,age_at_forecast_days,forecast_date,forecast_wind_max,forecast_wind_avg,forecast_rain_total,forecast_pressure_min,forecast_humidity_max,forecast_temp_max,forecast_confidence_avg
SP-00656,FCAST-002622,North,heatwave,3,1153,2023-03-17,5.4,3.3159722222222223,45.616,1001.7,66.6,36.1,74.74305555555556
SP-00656,FCAST-002623,North,tropical_cyclone,11,1762,2024-11-15,30.38,15.411388888888887,263.85,984.1,100.0,28.6,74.70833333333333
SP-00656,FCAST-002624,North,southwest_monsoon,6,1617,2024-06-23,13.5,7.331250000000001,186.593,999.2,100.0,29.6,75.19861111111112
SP-00657,FCAST-002625,North,summer_storm,5,192,2020-05-30,18.9,7.645416666666667,134.306,996.3,96.7,30.71,75.02361111111111
SP-00657,FCAST-002626,North,tropical_cyclone,9,1045,2022-09-30,30.38,15.426250000000001,258.758,984.0,100.0,28.6,74.84444444444445
SP-00657,FCAST-002627,North,heatwave,4,1608,2024-04-15,5.4,3.124027777777778,39.419,1002.0,63.0,36.1,75.06805555555555
SP-00657,FCAST-002628,North,southwest_monsoon,6,953,2022-06-30,13.5,7.436388888888889,187.745,998.3,100.0,29.6,74.91527777777777
SP-00658,FCAST-002629,North,heatwave,4,1751,2024-04-24,5.4,3.2680555555555553,41.464,1002.0,64.6,36.1,74.83611111111111
SP-00658,FCAST-002630,North,summer_storm,5,311,2020-05-15,18.9,8.193194444444444,136.1,996.2,97.3,32.4,75.21527777777777
SP-00658,FCAST-002631,North,tropical_cyclone,9,1893,2024-09-13,30.38,15.529861111111112,270.055,984.3,100.0,28.6,75.05694444444445
SP-00658,FCAST-002632,North,southwest_monsoon,7,1475,2023-07-23,13.5,7.595138888888889,185.164,999.1,100.0,29.6,75.09166666666667
SP-00659,FCAST-002633,North,heatwave,3,940,2022-03-07,5.4,2.945972222222222,44.722,1001.5,62.7,36.1,74.82361111111112
SP-00659,FCAST-002634,North,summer_storm,5,1735,2024-05-10,18.9,8.124583333333334,132.444,996.2,97.3,30.92,75.04583333333333
SP-00659,FCAST-002635,North,tropical_cyclone,8,1827,2024-08-10,30.38,15.568888888888889,260.505,984.4,100.0,28.6,74.78055555555555
SP-00659,FCAST-002636,North,southwest_monsoon,6,669,2021-06-09,13.5,7.4312499999999995,198.472,998.6,100.0,29.6,74.47361111111111
SP-00660,FCAST-002637,North,tropical_cyclone,8,14,2019-08-24,30.38,15.398194444444446,264.702,984.5,100.0,28.6,74.96666666666667
SP-00660,FCAST-002638,North,summer_storm,5,1363,2023-05-04,18.9,8.0,132.154,996.3,99.1,30.95,74.97777777777777
SP-00660,FCAST-002639,North,southwest_monsoon,9,1861,2024-09-13,13.5,7.36361111111111,188.644,998.9,99.2,29.6,75.04027777777777
SP-00660,FCAST-002640,North,heatwave,3,1680,2024-03-16,5.4,3.1743055555555553,40.119,1002.1,63.9,36.1,74.45555555555556
SP-00661,FCAST-002641,North,southwest_monsoon,7,2002,2024-07-18,13.5,7.418888888888889,195.282,999.1,100.0,29.6,74.53194444444445
SP-00661,FCAST-002642,North,tropical_cyclone,8,207,2019-08-19,30.38,15.369305555555554,259.742,984.5,100.0,28.6,74.86250000000001
SP-00661,FCAST-002643,North,heatwave,3,781,2021-03-15,5.4,3.088611111111111,36.655,1002.2,64.7,36.1,75.11111111111111
SP-00661,FCAST-002644,North,summer_storm,4,819,2021-04-22,18.9,8.109583333333333,132.987,996.0,97.9,31.26,75.08055555555556
SP-00662,FCAST-002645,North,heatwave,4,133,2022-04-22,5.4,3.2175,41.088,1002.0,65.5,36.1,74.85972222222222
SP-00662,FCAST-002646,North,southwest_monsoon,7,951,2024-07-18,13.5,7.126805555555555,187.878,999.2,99.4,29.6,75.02083333333333
SP-00662,FCAST-002647,North,summer_storm,5,873,2024-05-01,18.9,8.157777777777778,135.229,996.5,97.6,31.58,75.29027777777777
SP-00662,FCAST-002648,North,tropical_cyclone,8,625,2023-08-27,30.38,15.661249999999999,256.711,983.8,100.0,28.6,74.59444444444445
SP-00663,FCAST-002649,North,southwest_monsoon,8,128,2018-08-15,13.5,7.529999999999999,192.636,999.0,99.1,29.6,74.66527777777777
SP-00663,FCAST-002650,North,heatwave,3,1444,2022-03-23,5.4,3.1177777777777775,36.592,1001.9,64.9,36.1,75.44722222222222
SP-00663,FCAST-002651,North,tropical_cyclone,11,2056,2023-11-25,30.38,15.557500000000001,257.892,984.0,100.0,28.6,74.85277777777777
SP-00663,FCAST-002652,North,summer_storm,5,775,2020-05-23,18.9,7.572500000000001,134.737,996.0,98.3,32.03,74.9125
SP-00664,FCAST-002653,North,heatwave,3,646,2023-03-31,5.4,3.2644444444444445,48.853,1001.5,64.9,36.1,75.39305555555556
SP-00664,FCAST-002654,North,southwest_monsoon,8,405,2022-08-02,13.5,7.088194444444444,191.6,998.4,99.6,29.6,74.54027777777777
SP-00664,FCAST-002655,North,summer_storm,5,679,2023-05-03,18.9,7.808472222222223,129.077,995.8,97.6,31.0,74.99444444444445
SP-00664,FCAST-002656,North,tropical_cyclone,10,495,2022-10-31,30.38,15.537222222222223,257.635,984.1,100.0,28.6,74.91527777777777
SP-00665,FCAST-002657,North,heatwave,3,860,2021-03-09,5.4,3.017361111111111,39.627,1002.0,62.7,36.1,75.17638888888888
SP-00665,FCAST-002658,North,summer_storm,5,211,2019-05-30,18.9,7.922638888888888,138.754,996.6,96.1,30.4,74.94027777777778
SP-00665,FCAST-002659,North,tropical_cyclone,9,1788,2023-09-23,30.38,15.325972222222223,263.147,984.6,100.0,28.6,75.17500000000001
SP-00665,FCAST-002660,North,southwest_monsoon,9,2137,2024-09-06,13.5,7.149305555555555,188.539,999.3,100.0,29.6,74.625
SP-00666,FCAST-002661,North,heatwave,3,2037,2025-03-08,5.4,3.1925,47.126,1001.8,68.4,36.1,75.20972222222223
SP-00666,FCAST-002662,North,tropical_cyclone,8,1819,2024-08-02,30.38,15.242916666666666,255.766,984.2,100.0,28.6,74.58472222222223
SP-00666,FCAST-002663,North,southwest_monsoon,8,362,2020-08-06,13.5,6.989166666666666,197.846,998.4,100.0,29.6,75.00277777777778
SP-00666,FCAST-002664,North,summer_storm,4,1342,2023-04-13,18.9,7.868611111111111,136.139,995.5,96.6,30.62,75.02777777777777
SP-00667,FCAST-002665,North,summer_storm,5,1150,2022-05-06,18.9,7.578194444444445,132.578,996.5,98.9,31.4,75.22222222222223
SP-00667,FCAST-002666,North,tropical_cyclone,9,1657,2023-09-25,30.38,15.563194444444443,254.523,983.2,100.0,28.6,74.38194444444444
SP-00667,FCAST-002667,North,southwest_monsoon,6,84,2019-06-05,13.5,7.254166666666666,183.826,998.9,99.3,29.6,74.57916666666667
SP-00667,FCAST-002668,North,heatwave,3,8,2019-03-21,5.4,3.0331944444444443,37.651,1001.8,64.2,36.1,74.95138888888889
SP-00668,FCAST-002669,North,summer_storm,4,2251,2024-04-17,18.9,8.043888888888889,132.002,996.2,98.2,30.8,74.92500000000001
SP-00668,FCAST-002670,North,heatwave,3,37,2018-03-26,5.4,3.0144444444444445,35.574,1001.6,69.0,36.1,74.97638888888889
SP-00668,FCAST-002671,North,southwest_monsoon,9,1315,2021-09-24,13.5,7.209583333333334,185.679,999.2,100.0,29.6,75.30555555555556
SP-00668,FCAST-002672,North,tropical_cyclone,10,2427,2024-10-10,30.38,15.176527777777778,259.677,984.3,100.0,28.6,75.03611111111111
SP-00669,FCAST-002673,North,southwest_monsoon,6,962,2022-06-08,13.5,7.5249999999999995,185.50900000000001,999.2,100.0,29.6,74.83888888888889
SP-00669,FCAST-002674,North,summer_storm,4,534,2021-04-06,18.9,8.364166666666668,132.065,996.4,97.4,31.22,74.53055555555555
SP-00669,FCAST-002675,North,heatwave,3,1229,2023-03-02,5.4,3.297083333333333,39.229,1001.8,63.7,36.1,75.70555555555556
SP-00669,FCAST-002676,North,tropical_cyclone,10,1086,2022-10-10,30.38,15.527083333333334,257.356,984.3,100.0,28.6,75.18194444444445
SP-00670,FCAST-002677,North,southwest_monsoon,9,181,2018-09-16,13.5,7.352916666666666,184.302,998.6,99.6,29.6,75.15833333333333
SP-00670,FCAST-002678,North,summer_storm,4,13,2018-04-01,18.9,8.024027777777778,132.808,996.7,97.6,31.93,74.61666666666666
SP-00670,FCAST-002679,North,heatwave,4,34,2018-04-22,5.4,3.18,39.488,1002.0,62.8,36.1,74.95833333333333
SP-00670,FCAST-002680,North,tropical_cyclone,8,1251,2021-08-21,30.38,15.125416666666666,260.092,984.5,100.0,28.6,75.24305555555556
SP-00671,FCAST-002681,North,tropical_cyclone,9,971,2023-09-24,30.38,15.447361111111112,260.868,984.3,100.0,28.6,75.02638888888889
SP-00671,FCAST-002682,North,heatwave,3,1154,2024-03-25,5.4,3.0568055555555556,38.119,1001.9,64.8,36.1,75.04722222222222
SP-00671,FCAST-002683,North,summer_storm,4,1178,2024-04-18,18.9,7.58236111111111,139.013,996.4,97.4,30.73,75.29305555555555
SP-00671,FCAST-002684,North,southwest_monsoon,8,943,2023-08-27,13.5,7.036666666666666,190.513,998.6,100.0,29.6,75.025
SP-00672,FCAST-002685,North,summer_storm,4,364,2022-04-30,18.9,8.122083333333332,133.818,995.8,96.6,31.08,74.89166666666667
SP-00672,FCAST-002686,North,southwest_monsoon,8,842,2023-08-21,13.5,7.180555555555555,187.61599999999999,998.7,99.1,29.6,74.975
SP-00672,FCAST-002687,North,tropical_cyclone,11,191,2021-11-08,30.38,15.643888888888888,253.229,984.2,100.0,28.6,75.23194444444444
SP-00672,FCAST-002688,North,heatwave,3,1418,2025-03-19,5.4,3.032916666666667,40.653,1001.9,65.5,36.1,74.91666666666667
SP-00673,FCAST-002689,North,tropical_cyclone,11,868,2020-11-07,30.38,15.446666666666667,256.217,983.8,100.0,28.6,75.0625
SP-00673,FCAST-002690,North,southwest_monsoon,8,1159,2021-08-25,13.5,7.382222222222222,183.856,998.2,100.0,29.6,74.91388888888889
SP-00673,FCAST-002691,North,summer_storm,5,704,2020-05-27,18.9,8.069444444444445,130.64,995.9,96.9,30.65,74.63194444444444
SP-00673,FCAST-002692,North,heatwave,4,2130,2024-04-22,5.4,3.2616666666666667,48.109,1002.1,64.0,36.1,74.95694444444445
SP-00674,FCAST-002693,North,southwest_monsoon,6,655,2020-06-25,13.5,7.103055555555556,191.496,998.7,100.0,29.6,75.27916666666667
SP-00674,FCAST-002694,North,tropical_cyclone,9,1838,2023-09-21,30.38,15.386111111111111,263.516,984.4,100.0,28.6,75.38194444444444
SP-00674,FCAST-002695,North,heatwave,4,1311,2022-04-12,5.4,3.2468055555555555,39.74,1002.1,61.8,36.1,75.01249999999999
SP-00674,FCAST-002696,North,summer_storm,4,223,2019-04-20,18.9,7.527083333333334,133.278,996.2,97.6,31.45,75.38472222222222
SP-00675,FCAST-002697,North,tropical_cyclone,11,2112,2024-11-27,30.38,15.36597222222222,255.505,984.9,100.0,28.6,74.92083333333333
SP-00675,FCAST-002698,North,summer_storm,5,1188,2022-05-18,18.9,8.100416666666668,137.496,996.9,98.9,31.13,75.18194444444445
SP-00675,FCAST-002699,North,southwest_monsoon,7,1239,2022-07-08,13.5,7.421944444444445,183.488,999.1,100.0,29.6,75.02361111111111
SP-00675,FCAST-002700,North,heatwave,3,752,2021-03-08,5.4,3.256111111111111,53.05,1001.3,64.6,36.1,74.91111111111111
SP-00676,FCAST-002701,North,heatwave,4,1334,2024-04-12,5.4,3.2630555555555554,42.486,1001.5,68.2,36.1,74.87777777777778
SP-00676,FCAST-002702,North,summer_storm,4,985,2023-04-29,18.9,7.978194444444444,136.406,996.6,98.0,31.26,75.40833333333333
SP-00676,FCAST-002703,North,southwest_monsoon,8,732,2022-08-19,13.5,7.1850000000000005,191.764,998.9,100.0,29.6,74.63749999999999
SP-00676,FCAST-002704,North,tropical_cyclone,10,775,2022-10-01,30.38,15.093055555555557,256.296,983.6,100.0,28.6,75.54444444444444
SP-00677,FCAST-002705,North,southwest_monsoon,8,229,2022-08-04,13.5,7.598194444444443,189.571,998.8,100.0,29.6,75.08888888888889
SP-00677,FCAST-002706,North,tropical_cyclone,9,1001,2024-09-14,30.38,15.160138888888888,255.874,984.1,100.0,28.6,74.94166666666666
SP-00677,FCAST-002707,North,heatwave,3,443,2023-03-06,5.4,3.0580555555555557,43.236,1002.1,67.4,36.1,75.09305555555555
SP-00677,FCAST-002708,North,summer_storm,5,522,2023-05-24,18.9,7.950277777777777,129.31,996.0,96.0,31.47,75.38055555555555
SP-00678,FCAST-002709,North,heatwave,3,894,2023-03-31,5.4,2.9994444444444444,40.094,1001.6,63.4,36.1,74.79861111111111
SP-00678,FCAST-002710,North,summer_storm,5,941,2023-05-17,18.9,8.1825,130.101,995.7,97.3,31.21,74.89861111111111
SP-00678,FCAST-002711,North,tropical_cyclone,9,331,2021-09-14,30.38,15.39263888888889,254.279,984.1,100.0,28.6,74.78333333333333
SP-00678,FCAST-002712,North,southwest_monsoon,9,334,2021-09-17,13.5,6.9725,185.971,999.1,99.8,29.6,75.03472222222223
SP-00679,FCAST-002713,North,heatwave,4,1770,2024-04-11,5.4,3.0077777777777777,45.255,1001.4,66.0,36.1,75.23333333333333
SP-00679,FCAST-002714,North,summer_storm,4,1058,2022-04-30,18.9,7.959583333333334,135.965,996.3,97.1,31.19,75.1625
SP-00679,FCAST-002715,North,tropical_cyclone,8,1903,2024-08-22,30.38,15.647499999999999,262.772,984.2,100.0,28.6,74.77916666666667
SP-00679,FCAST-002716,North,southwest_monsoon,7,779,2021-07-25,13.5,7.076666666666666,184.916,998.9,100.0,29.6,75.09166666666667
SP-00680,FCAST-002717,North,southwest_monsoon,7,634,2022-07-21,13.5,7.410972222222223,185.19400000000002,997.8,100.0,29.6,74.65277777777777
SP-00680,FCAST-002718,North,tropical_cyclone,11,391,2021-11-20,30.38,15.769444444444446,258.118,983.9,100.0,28.6,75.10138888888889
SP-00680,FCAST-002719,North,heatwave,4,177,2021-04-20,5.4,3.1151388888888887,38.115,1001.9,64.3,36.1,75.1888888888889
SP-00680,FCAST-002720,North,summer_storm,5,191,2021-05-04,18.9,7.550694444444444,129.512,996.9,95.9,31.11,75.04166666666667
SP-00681,FCAST-002721,North,heatwave,4,1442,2024-04-24,5.4,3.1245833333333333,40.811,1001.5,64.4,36.1,75.41111111111111
SP-00681,FCAST-002722,North,southwest_monsoon,7,423,2021-07-10,13.5,7.0929166666666665,189.022,998.5,98.1,29.6,74.99305555555556
SP-00681,FCAST-002723,North,summer_storm,4,324,2021-04-02,18.9,7.7129166666666675,133.459,996.4,96.7,31.09,74.98611111111111
SP-00681,FCAST-002724,North,tropical_cyclone,11,561,2021-11-25,30.38,15.265138888888888,253.882,983.6,100.0,28.6,75.04444444444444
SP-00682,FCAST-002725,North,southwest_monsoon,8,700,2023-08-31,13.5,7.237500000000001,192.252,998.5,100.0,29.6,75.33055555555556
SP-00682,FCAST-002726,North,summer_storm,5,604,2023-05-27,18.9,7.892916666666666,128.815,996.3,98.6,31.49,75.35138888888889
SP-00682,FCAST-002727,North,heatwave,3,526,2023-03-10,5.4,3.2959722222222223,41.17,1002.1,63.2,36.1,74.90972222222223
SP-00682,FCAST-002728,North,tropical_cyclone,11,45,2021-11-14,30.38,15.46388888888889,255.07,984.2,100.0,28.6,74.87222222222222
SP-00683,FCAST-002729,North,tropical_cyclone,10,2096,2024-10-01,30.38,15.449305555555554,259.808,984.5,100.0,28.6,75.04166666666667
SP-00683,FCAST-002730,North,summer_storm,4,1200,2022-04-19,18.9,8.153472222222222,136.88400000000001,996.4,97.4,31.51,75.16805555555555
SP-00683,FCAST-002731,North,heatwave,4,1916,2024-04-04,5.4,3.172083333333333,40.718,1002.3,62.0,36.1,74.70555555555556
SP-00683,FCAST-002732,North,southwest_monsoon,7,1292,2022-07-20,13.5,7.213611111111111,186.627,998.7,100.0,29.6,75.02916666666667
SP-00684,FCAST-002733,North,heatwave,4,969,2022-04-14,5.4,3.2554166666666666,43.135999999999996,1001.9,68.2,36.1,75.00694444444444
SP-00684,FCAST-002734,North,summer_storm,4,244,2020-04-19,18.9,7.962361111111111,136.782,995.8,96.9,31.42,75.03194444444445
SP-00684,FCAST-002735,North,southwest_monsoon,8,1089,2022-08-12,13.5,7.46875,183.907,999.0,100.0,29.6,74.53055555555555
SP-00684,FCAST-002736,North,tropical_cyclone,11,821,2021-11-17,30.38,15.37875,258.145,984.4,100.0,28.6,74.91111111111111
SP-00685,FCAST-002737,North,southwest_monsoon,8,1086,2024-08-21,13.5,7.389166666666666,193.326,999.0,100.0,29.6,74.80277777777778
SP-00685,FCAST-002738,North,summer_storm,5,249,2022-05-07,18.9,7.765833333333333,132.52,996.5,98.2,31.76,75.22638888888889
SP-00685,FCAST-002739,North,tropical_cyclone,8,355,2022-08-21,30.38,15.648333333333333,256.431,984.4,100.0,28.6,75.05000000000001
SP-00685,FCAST-002740,North,heatwave,3,1299,2025-03-22,5.4,3.3674999999999997,46.686,1001.7,63.4,36.1,75.08888888888889
SP-00686,FCAST-002741,North,tropical_cyclone,11,1418,2023-11-06,30.38,15.398055555555556,255.989,984.2,100.0,28.6,74.66805555555555
SP-00686,FCAST-002742,North,summer_storm,5,154,2020-05-21,18.9,7.852361111111112,134.78900000000002,995.6,97.8,31.61,74.71111111111111
SP-00686,FCAST-002743,North,southwest_monsoon,7,204,2020-07-10,13.5,7.246527777777778,185.256,999.2,100.0,29.6,74.89722222222223
SP-00686,FCAST-002744,North,heatwave,4,1573,2024-04-09,5.4,3.2125,48.427,1002.1,64.1,36.1,75.1888888888889
SP-00687,FCAST-002745,North,summer_storm,4,1063,2024-04-22,18.9,7.739027777777778,134.841,995.9,97.7,30.95,74.67638888888888
SP-00687,FCAST-002746,North,tropical_cyclone,9,854,2023-09-26,30.38,15.48513888888889,259.966,983.9,100.0,28.6,74.91805555555555
SP-00687,FCAST-002747,North,southwest_monsoon,7,429,2022-07-28,13.5,7.381527777777778,189.13,998.7,99.0,29.6,75.02638888888889
SP-00687,FCAST-002748,North,heatwave,3,654,2023-03-10,5.4,3.1444444444444444,43.419,1001.8,63.5,36.1,75.32361111111112
SP-00688,FCAST-002749,North,heatwave,4,514,2023-04-27,5.4,2.9905555555555554,38.988,1001.5,64.6,36.1,74.9125
SP-00688,FCAST-002750,North,tropical_cyclone,9,289,2022-09-14,30.38,15.59388888888889,260.208,984.2,100.0,28.6,75.07638888888889
SP-00688,FCAST-002751,North,summer_storm,4,869,2024-04-16,18.9,7.604444444444444,134.813,996.6,96.7,31.66,75.49027777777778
SP-00688,FCAST-002752,North,southwest_monsoon,8,245,2022-08-01,13.5,7.1819444444444445,186.854,998.0,100.0,29.6,74.84027777777777
SP-00689,FCAST-002753,North,heatwave,3,1107,2023-03-12,5.4,2.9980555555555553,38.708,1002.0,65.8,36.1,74.97916666666667
SP-00689,FCAST-002754,North,summer_storm,4,43,2020-04-12,18.9,8.30375,136.097,996.4,96.4,30.66,74.78055555555555
SP-00689,FCAST-002755,North,tropical_cyclone,11,1349,2023-11-09,30.38,15.431944444444444,258.152,984.9,100.0,28.6,75.05277777777778
SP-00689,FCAST-002756,North,southwest_monsoon,7,518,2021-07-31,13.5,7.577638888888889,188.835,998.9,99.6,29.6,74.89861111111111
SP-00690,FCAST-002757,North,heatwave,3,538,2022-03-31,5.4,3.0804166666666664,40.382,1002.0,63.1,36.1,75.04444444444444
SP-00690,FCAST-002758,North,southwest_monsoon,6,626,2022-06-27,13.5,7.433333333333334,191.086,999.0,99.2,29.6,75.28611111111111
SP-00690,FCAST-002759,North,tropical_cyclone,9,351,2021-09-25,30.38,15.51375,256.527,984.8,99.3,28.6,75.05972222222222
SP-00690,FCAST-002760,North,summer_storm,4,185,2021-04-12,18.9,8.253194444444444,130.94,995.9,97.3,31.51,75.15555555555555
SP-00691,FCAST-002761,North,southwest_monsoon,9,856,2023-09-29,13.5,7.189166666666667,189.754,998.2,98.2,29.6,74.92222222222222
SP-00691,FCAST-002762,North,heatwave,3,1392,2025-03-18,5.4,3.1144444444444446,50.359,1002.0,63.1,36.1,75.23333333333333
SP-00691,FCAST-002763,North,summer_storm,4,1064,2024-04-24,18.9,8.196805555555555,131.462,995.7,97.0,30.78,74.88333333333334
SP-00691,FCAST-002764,North,tropical_cyclone,9,484,2022-09-22,30.38,15.245555555555557,254.089,984.1,100.0,28.6,75.09861111111111
SP-00692,FCAST-002765,North,heatwave,3,738,2023-03-29,5.4,3.227777777777778,44.675,1001.0,63.8,36.1,75.14444444444445
SP-00692,FCAST-002766,North,southwest_monsoon,6,1196,2024-06-29,13.5,7.253888888888889,188.26,998.3,100.0,29.6,74.86805555555556
SP-00692,FCAST-002767,North,summer_storm,5,777,2023-05-07,18.9,7.829861111111111,137.206,996.4,98.0,31.55,75.10694444444444
SP-00692,FCAST-002768,North,tropical_cyclone,11,1346,2024-11-26,30.38,15.492777777777778,256.843,984.1,99.7,28.6,75.10833333333333
SP-00693,FCAST-002769,North,summer_storm,4,1615,2024-04-24,18.9,8.370972222222223,135.164,996.1,98.3,30.5,74.96111111111111
SP-00693,FCAST-002770,North,tropical_cyclone,10,702,2021-10-24,30.38,15.349583333333335,260.045,984.0,100.0,28.6,75.225
SP-00693,FCAST-002771,North,heatwave,4,157,2020-04-27,5.4,3.0508333333333333,43.711,1001.8,62.8,36.1,74.9625
SP-00693,FCAST-002772,North,southwest_monsoon,9,297,2020-09-14,13.5,7.415277777777778,186.967,999.2,99.2,29.6,75.54583333333333
SP-00694,FCAST-002773,North,southwest_monsoon,6,1181,2024-06-03,13.5,7.297777777777777,201.437,998.4,99.9,29.6,75.22916666666667
SP-00694,FCAST-002774,North,tropical_cyclone,11,1355,2024-11-24,30.38,15.193055555555556,254.399,985.0,100.0,28.6,75.50416666666666
SP-00694,FCAST-002775,North,heatwave,3,734,2023-03-14,5.4,3.1927777777777777,42.853,1001.3,62.7,36.1,75.00694444444444
SP-00694,FCAST-002776,North,summer_storm,4,772,2023-04-21,18.9,8.164166666666667,136.157,996.3,98.7,31.24,75.275
SP-00695,FCAST-002777,North,tropical_cyclone,8,1500,2022-08-04,30.38,15.298055555555557,254.407,984.1,100.0,28.6,74.80972222222222
SP-00695,FCAST-002778,North,heatwave,3,262,2019-03-15,5.4,3.122777777777778,46.64,1001.4,65.6,36.1,75.54722222222222
SP-00695,FCAST-002779,North,summer_storm,4,308,2019-04-30,18.9,8.117361111111112,134.326,996.2,98.1,31.2,75.10138888888889
SP-00695,FCAST-002780,North,southwest_monsoon,6,366,2019-06-27,13.5,7.094166666666666,196.773,998.6,100.0,29.6,74.9625
SP-00696,FCAST-002781,North,southwest_monsoon,9,1282,2023-09-16,13.5,7.170694444444444,189.465,999.3,99.1,29.6,75.275
SP-00696,FCAST-002782,North,heatwave,3,1479,2024-03-31,5.4,2.998472222222222,42.954,1001.2,63.3,36.1,75.06527777777778
SP-00696,FCAST-002783,North,summer_storm,5,431,2021-05-18,18.9,7.700138888888889,134.435,996.6,95.8,31.72,74.97222222222223
SP-00696,FCAST-002784,North,tropical_cyclone,8,511,2021-08-06,30.38,15.128333333333334,252.23,984.6,100.0,28.6,74.65833333333333
SP-00697,FCAST-002785,North,southwest_monsoon,6,1397,2023-06-24,13.5,7.310833333333333,190.941,998.5,99.9,29.6,75.34722222222223
SP-00697,FCAST-002786,North,heatwave,4,608,2021-04-26,5.4,3.0925,46.989,1001.9,62.6,36.1,75.3111111111111
SP-00697,FCAST-002787,North,summer_storm,4,1329,2023-04-17,18.9,7.672777777777777,136.54,996.1,98.5,31.27,74.6861111111111
SP-00697,FCAST-002788,North,tropical_cyclone,8,1815,2024-08-15,30.38,15.69111111111111,259.911,984.1,99.7,28.6,74.90138888888889
SP-00698,FCAST-002789,North,southwest_monsoon,6,1095,2021-06-02,13.5,7.467361111111111,185.308,999.4,99.9,29.6,75.25
SP-00698,FCAST-002790,North,heatwave,4,1417,2022-04-20,5.4,3.1443055555555555,38.475,1001.9,62.2,36.1,74.99027777777778
SP-00698,FCAST-002791,North,tropical_cyclone,10,2317,2024-10-06,30.38,15.395833333333334,255.923,984.3,100.0,28.6,74.60277777777777
SP-00698,FCAST-002792,North,summer_storm,5,716,2020-05-19,18.9,7.9319444444444445,138.06,996.8,97.9,30.56,74.98472222222222
SP-00699,FCAST-002793,North,tropical_cyclone,9,1419,2023-09-20,30.38,15.614722222222222,260.81,983.9,100.0,28.6,74.77638888888889
SP-00699,FCAST-002794,North,summer_storm,4,540,2021-04-24,18.9,8.07263888888889,132.469,995.8,96.7,30.82,74.87916666666666
SP-00699,FCAST-002795,North,heatwave,4,522,2021-04-06,5.4,3.2640277777777778,46.376,1001.7,62.3,36.1,75.25277777777778
SP-00699,FCAST-002796,North,southwest_monsoon,7,986,2022-07-14,13.5,7.302499999999999,187.156,998.7,100.0,29.6,75.36111111111111
SP-00700,FCAST-002797,North,heatwave,3,1206,2022-03-31,5.4,3.2625,44.234,1001.7,66.5,36.1,75.11805555555556
SP-00700,FCAST-002798,North,tropical_cyclone,11,2153,2024-11-02,30.38,15.524861111111111,256.034,983.3,100.0,28.6,75.00416666666666
SP-00700,FCAST-002799,North,southwest_monsoon,6,541,2020-06-04,13.5,7.3718055555555555,185.153,998.9,100.0,29.6,74.65277777777777
SP-00700,FCAST-002800,North,summer_storm,5,512,2020-05-06,18.9,7.685694444444445,134.349,996.5,98.7,31.38,75.17638888888888
SP-00701,FCAST-002801,North,summer_storm,4,1008,2022-04-28,18.9,8.01152777777778,131.162,996.7,98.0,31.12,74.92916666666666
SP-00701,FCAST-002802,North,heatwave,4,274,2020-04-24,5.4,3.1402777777777775,43.171,1001.8,67.4,36.1,75.20138888888889
SP-00701,FCAST-002803,North,tropical_cyclone,11,1210,2022-11-16,30.38,15.498194444444445,263.928,984.5,100.0,28.6,74.76527777777778
SP-00701,FCAST-002804,North,southwest_monsoon,7,711,2021-07-05,13.5,7.40388888888889,190.93,998.9,99.9,29.6,74.83055555555556
SP-00702,FCAST-002805,North,tropical_cyclone,11,705,2021-11-23,30.38,15.50888888888889,257.277,983.8,100.0,28.6,74.85
SP-00702,FCAST-002806,North,summer_storm,5,1259,2023-05-31,18.9,7.722222222222222,138.562,996.4,98.2,30.78,74.99166666666666
SP-00702,FCAST-002807,North,heatwave,3,831,2022-03-29,5.4,3.2358333333333333,40.673,1001.6,64.6,36.1,74.30694444444445
SP-00702,FCAST-002808,North,southwest_monsoon,6,176,2020-06-12,13.5,7.444722222222222,184.18099999999998,997.9,100.0,29.6,75.36527777777778
SP-00703,FCAST-002809,North,southwest_monsoon,8,965,2022-08-25,13.5,7.545972222222222,191.189,998.9,100.0,29.6,75.11388888888888
SP-00703,FCAST-002810,North,heatwave,4,824,2022-04-06,5.4,3.2195833333333335,36.222,1002.0,62.3,36.1,74.69861111111112
SP-00703,FCAST-002811,North,summer_storm,4,844,2022-04-26,18.9,8.24986111111111,133.34,996.4,96.0,31.68,74.96527777777777
SP-00703,FCAST-002812,North,tropical_cyclone,11,1784,2024-11-21,30.38,15.323333333333332,257.253,984.2,100.0,28.6,75.05416666666666
SP-00704,FCAST-002813,North,southwest_monsoon,9,632,2023-09-08,13.5,7.231111111111111,194.469,998.9,100.0,29.6,75.09444444444445
SP-00704,FCAST-002814,North,tropical_cyclone,9,1005,2024-09-15,30.38,15.291666666666666,249.586,984.2,100.0,28.6,75.29166666666667
SP-00704,FCAST-002815,North,summer_storm,4,861,2024-04-24,18.9,8.034305555555555,131.86599999999999,995.4,98.8,30.72,74.91805555555555
SP-00704,FCAST-002816,North,heatwave,4,864,2024-04-27,5.4,3.0434722222222224,42.875,1001.3,63.5,36.1,74.7875
SP-00705,FCAST-002817,North,tropical_cyclone,9,972,2022-09-05,30.38,15.62013888888889,258.297,984.4,100.0,28.6,75.0013888888889
