span_id,line_id,tower_id,voltage_kv,region,component,installation_date,maintenance_date,maintenance_period_days,event_occurred,HI_score_last,HI_class_last,HI_trend_per_year,lightning_strikes_1km_annual,lightning_strikes_5km_annual,max_peak_current_kA,lightning_flash_density,lightning_caused_trip,avg_rainfall_mm_year,max_wind_speed_ms,avg_wind_speed_ms,avg_humidity_pct,avg_temperature_c,max_temperature_c,temp_fluctuation_c,pm25_annual_avg,pm25_exceedance_days,coastal_proximity,pollution_severity,row_width_m,encroachment_events_total,encroachment_severity,vegetation_encroachment,structure_encroachment,encroachment_caused_trip,last_vegetation_cut_days,total_outage_events,fault_type_most_common,transient_faults,permanent_faults,mttr_hours,fault_to_failure_flag,failure_mode
SP-01026,LINE-C1,186,500,Central,Arrester,2018-12-24,2024-11-26,2164,1,5.0,HI5,0.8433,3.5,12.0,26.2,17.48,3,1423.4,19.3,4.6,83.8,29.9,41.5,9.8,30.3,0,near_coast,c,30,23,severe,0,0,1,137,2,vegetation,1,1,5.3,1,lightning_damage
SP-01027,LINE-C1,187,500,Central,Conductor,2020-10-12,,1631,0,3.81,HI3,0.8526,3.6,19.1,20.7,19.78,4,1298.4,18.3,3.7,72.6,32.7,41.2,13.0,16.0,0,near_coast,c,50,23,severe,1,0,4,564,1,wind,0,1,54.1,0,
SP-01027,LINE-C1,187,500,Central,Damper,2020-10-12,,1631,0,3.15,HI3,0.7049,3.6,19.1,20.7,19.78,2,1298.4,18.3,3.7,72.6,32.7,41.2,13.0,16.0,0,near_coast,c,50,23,severe,1,0,4,564,0,vegetation,0,0,13.5,0,
SP-01027,LINE-C1,187,500,Central,Spacer,2020-10-12,,1631,0,3.15,HI3,0.7049,3.6,19.1,20.7,19.78,1,1298.4,18.3,3.7,72.6,32.7,41.2,13.0,16.0,0,near_coast,c,50,23,severe,1,0,4,564,2,wind,1,1,26.0,0,
SP-01027,LINE-C1,187,500,Central,Insulator,2020-10-12,,1631,0,2.4,HI2,0.5371,3.6,19.1,20.7,19.78,1,1298.4,18.3,3.7,72.6,32.7,41.2,13.0,16.0,0,near_coast,c,50,23,severe,1,0,4,564,1,vegetation,0,1,30.8,0,
SP-01027,LINE-C1,187,500,Central,Fittings,2020-10-12,,1631,0,2.19,HI2,0.4901,3.6,19.1,20.7,19.78,4,1298.4,18.3,3.7,72.6,32.7,41.2,13.0,16.0,0,near_coast,c,50,23,severe,1,0,4,564,1,equipment_failure,0,1,72.0,0,
SP-01027,LINE-C1,187,500,Central,Arrester,2020-10-12,,1631,0,4.37,HI4,0.978,3.6,19.1,20.7,19.78,3,1298.4,18.3,3.7,72.6,32.7,41.2,13.0,16.0,0,near_coast,c,50,23,severe,1,0,4,564,0,wind,0,0,3.6,0,
SP-01028,LINE-C1,188,500,Central,Conductor,2020-11-26,,1586,0,0.9,HI0,0.2071,3.8,19.6,45.5,10.03,1,1020.0,22.2,2.3,82.0,31.8,38.3,12.7,41.9,11,near_coast,c,50,0,none,0,0,0,374,1,equipment_failure,0,1,4.9,0,
SP-01028,LINE-C1,188,500,Central,Damper,2020-11-26,,1586,0,4.11,HI4,0.9459,3.8,19.6,45.5,10.03,1,1020.0,22.2,2.3,82.0,31.8,38.3,12.7,41.9,11,near_coast,c,50,0,none,0,0,0,374,0,equipment_failure,0,0,11.8,0,
SP-01028,LINE-C1,188,500,Central,Spacer,2020-11-26,,1586,0,2.59,HI2,0.5961,3.8,19.6,45.5,10.03,2,1020.0,22.2,2.3,82.0,31.8,38.3,12.7,41.9,11,near_coast,c,50,0,none,0,0,0,374,1,vegetation,0,1,46.6,0,
SP-01028,LINE-C1,188,500,Central,Insulator,2020-11-26,,1586,0,4.91,HI4,1.13,3.8,19.6,45.5,10.03,1,1020.0,22.2,2.3,82.0,31.8,38.3,12.7,41.9,11,near_coast,c,50,0,none,0,0,0,374,2,lightning,1,1,12.3,0,
SP-01028,LINE-C1,188,500,Central,Fittings,2020-11-26,,1586,0,2.57,HI2,0.5915,3.8,19.6,45.5,10.03,1,1020.0,22.2,2.3,82.0,31.8,38.3,12.7,41.9,11,near_coast,c,50,0,none,0,0,0,374,2,wind,1,1,12.1,0,
SP-01028,LINE-C1,188,500,Central,Arrester,2020-11-26,,1586,0,2.65,HI2,0.6099,3.8,19.6,45.5,10.03,2,1020.0,22.2,2.3,82.0,31.8,38.3,12.7,41.9,11,near_coast,c,50,0,none,0,0,0,374,0,lightning,0,0,33.0,0,
SP-01029,LINE-C1,189,500,Central,Conductor,2019-03-04,2023-11-09,1711,1,5.0,HI5,1.0666,6.1,24.4,27.1,13.41,0,1053.2,19.8,3.3,72.1,31.0,38.8,13.3,37.9,1,near_coast,c,40,7,moderate,1,0,0,180,0,vegetation,0,0,13.6,0,physical_damage
SP-01029,LINE-C1,189,500,Central,Damper,2019-03-04,,2219,0,5.0,HI5,0.8224,6.1,24.4,27.1,13.41,1,1053.2,19.8,3.3,72.1,31.0,38.8,13.3,37.9,1,near_coast,c,40,7,moderate,1,0,0,180,0,lightning,0,0,48.2,0,
SP-01029,LINE-C1,189,500,Central,Spacer,2019-03-04,,2219,0,3.53,HI3,0.5806,6.1,24.4,27.1,13.41,0,1053.2,19.8,3.3,72.1,31.0,38.8,13.3,37.9,1,near_coast,c,40,7,moderate,1,0,0,180,1,vegetation,0,1,8.1,0,
SP-01029,LINE-C1,189,500,Central,Insulator,2019-03-04,,2219,0,3.4,HI3,0.5593,6.1,24.4,27.1,13.41,0,1053.2,19.8,3.3,72.1,31.0,38.8,13.3,37.9,1,near_coast,c,40,7,moderate,1,0,0,180,1,unknown,0,1,40.3,0,
SP-01029,LINE-C1,189,500,Central,Fittings,2019-03-04,,2219,0,5.0,HI5,0.8224,6.1,24.4,27.1,13.41,0,1053.2,19.8,3.3,72.1,31.0,38.8,13.3,37.9,1,near_coast,c,40,7,moderate,1,0,0,180,2,equipment_failure,1,1,5.0,0,
SP-01029,LINE-C1,189,500,Central,Arrester,2019-03-04,2021-07-07,856,1,5.0,HI5,2.132,6.1,24.4,27.1,13.41,1,1053.2,19.8,3.3,72.1,31.0,38.8,13.3,37.9,1,near_coast,c,40,7,moderate,1,0,0,180,3,equipment_failure,2,1,20.8,1,overload
SP-01030,LINE-C1,190,500,Central,Conductor,2018-10-30,,2344,0,3.11,HI3,0.4843,5.4,20.2,34.0,18.03,2,1359.1,15.5,3.6,84.9,29.8,40.0,8.9,58.8,28,near_coast,c,40,24,severe,1,1,3,486,4,vegetation,2,2,8.5,0,
SP-01030,LINE-C1,190,500,Central,Damper,2018-10-30,,2344,0,2.31,HI2,0.3597,5.4,20.2,34.0,18.03,3,1359.1,15.5,3.6,84.9,29.8,40.0,8.9,58.8,28,near_coast,c,40,24,severe,1,1,3,486,1,unknown,0,1,58.0,0,
SP-01030,LINE-C1,190,500,Central,Spacer,2018-10-30,,2344,0,5.0,HI5,0.7786,5.4,20.2,34.0,18.03,3,1359.1,15.5,3.6,84.9,29.8,40.0,8.9,58.8,28,near_coast,c,40,24,severe,1,1,3,486,2,vegetation,1,1,43.7,0,
SP-01030,LINE-C1,190,500,Central,Insulator,2018-10-30,,2344,0,5.0,HI5,0.7786,5.4,20.2,34.0,18.03,1,1359.1,15.5,3.6,84.9,29.8,40.0,8.9,58.8,28,near_coast,c,40,24,severe,1,1,3,486,1,lightning,0,1,26.3,0,
SP-01030,LINE-C1,190,500,Central,Fittings,2018-10-30,,2344,0,5.0,HI5,0.7786,5.4,20.2,34.0,18.03,1,1359.1,15.5,3.6,84.9,29.8,40.0,8.9,58.8,28,near_coast,c,40,24,severe,1,1,3,486,1,equipment_failure,0,1,4.7,0,
SP-01030,LINE-C1,190,500,Central,Arrester,2018-10-30,2023-11-11,1838,1,5.0,HI5,0.9929,5.4,20.2,34.0,18.03,1,1359.1,15.5,3.6,84.9,29.8,40.0,8.9,58.8,28,near_coast,c,40,24,severe,1,1,3,486,2,lightning,1,1,9.6,1,end_of_life
SP-01031,LINE-C1,191,500,Central,Conductor,2020-09-10,,1663,0,2.19,HI2,0.4807,10.4,39.6,34.4,19.16,2,1174.4,18.2,2.3,79.6,32.6,39.7,13.9,43.2,18,near_coast,c,30,0,none,0,0,0,429,1,wind,0,1,27.3,0,
SP-01031,LINE-C1,191,500,Central,Damper,2020-09-10,,1663,0,2.89,HI2,0.6343,10.4,39.6,34.4,19.16,3,1174.4,18.2,2.3,79.6,32.6,39.7,13.9,43.2,18,near_coast,c,30,0,none,0,0,0,429,2,wind,1,1,3.6,0,
SP-01031,LINE-C1,191,500,Central,Spacer,2020-09-10,,1663,0,1.97,HI1,0.4324,10.4,39.6,34.4,19.16,3,1174.4,18.2,2.3,79.6,32.6,39.7,13.9,43.2,18,near_coast,c,30,0,none,0,0,0,429,0,wind,0,0,16.9,0,
SP-01031,LINE-C1,191,500,Central,Insulator,2020-09-10,,1663,0,5.0,HI5,1.0974,10.4,39.6,34.4,19.16,1,1174.4,18.2,2.3,79.6,32.6,39.7,13.9,43.2,18,near_coast,c,30,0,none,0,0,0,429,0,unknown,0,0,29.1,0,
SP-01031,LINE-C1,191,500,Central,Fittings,2020-09-10,,1663,0,2.18,HI2,0.4785,10.4,39.6,34.4,19.16,2,1174.4,18.2,2.3,79.6,32.6,39.7,13.9,43.2,18,near_coast,c,30,0,none,0,0,0,429,2,vegetation,1,1,12.4,0,
SP-01031,LINE-C1,191,500,Central,Arrester,2020-09-10,,1663,0,5.0,HI5,1.0974,10.4,39.6,34.4,19.16,3,1174.4,18.2,2.3,79.6,32.6,39.7,13.9,43.2,18,near_coast,c,30,0,none,0,0,0,429,1,equipment_failure,0,1,15.2,0,
SP-01032,LINE-C1,192,500,Central,Conductor,2018-03-06,,2582,0,1.68,HI1,0.2375,3.3,16.4,21.5,15.86,1,1382.5,14.1,2.7,83.5,34.8,41.0,12.5,22.5,0,near_coast,c,40,4,minor,0,0,0,46,0,vegetation,0,0,10.7,0,
SP-01032,LINE-C1,192,500,Central,Damper,2018-03-06,,2582,0,3.18,HI3,0.4495,3.3,16.4,21.5,15.86,3,1382.5,14.1,2.7,83.5,34.8,41.0,12.5,22.5,0,near_coast,c,40,4,minor,0,0,0,46,0,wind,0,0,8.4,0,
SP-01032,LINE-C1,192,500,Central,Spacer,2018-03-06,,2582,0,3.42,HI3,0.4835,3.3,16.4,21.5,15.86,2,1382.5,14.1,2.7,83.5,34.8,41.0,12.5,22.5,0,near_coast,c,40,4,minor,0,0,0,46,2,vegetation,1,1,2.5,0,
SP-01032,LINE-C1,192,500,Central,Insulator,2018-03-06,2019-12-10,644,1,5.0,HI5,2.8339,3.3,16.4,21.5,15.86,0,1382.5,14.1,2.7,83.5,34.8,41.0,12.5,22.5,0,near_coast,c,40,4,minor,0,0,0,46,2,unknown,1,1,18.3,1,end_of_life
SP-01032,LINE-C1,192,500,Central,Fittings,2018-03-06,,2582,0,2.91,HI2,0.4114,3.3,16.4,21.5,15.86,3,1382.5,14.1,2.7,83.5,34.8,41.0,12.5,22.5,0,near_coast,c,40,4,minor,0,0,0,46,0,lightning,0,0,13.9,0,
SP-01032,LINE-C1,192,500,Central,Arrester,2018-03-06,,2582,0,5.0,HI5,0.7068,3.3,16.4,21.5,15.86,3,1382.5,14.1,2.7,83.5,34.8,41.0,12.5,22.5,0,near_coast,c,40,4,minor,0,0,0,46,0,lightning,0,0,7.7,0,
SP-01033,LINE-C1,193,500,Central,Conductor,2020-10-24,,1619,0,2.55,HI2,0.5749,12.0,37.7,21.1,12.03,2,1130.3,14.7,2.6,85.8,28.6,39.7,8.1,28.2,0,near_coast,c,25,6,moderate,1,0,0,722,0,vegetation,0,0,19.5,0,
SP-01033,LINE-C1,193,500,Central,Damper,2020-10-24,,1619,0,3.29,HI3,0.7417,12.0,37.7,21.1,12.03,2,1130.3,14.7,2.6,85.8,28.6,39.7,8.1,28.2,0,near_coast,c,25,6,moderate,1,0,0,722,1,vegetation,0,1,10.1,0,
SP-01033,LINE-C1,193,500,Central,Spacer,2020-10-24,,1619,0,2.17,HI2,0.4892,12.0,37.7,21.1,12.03,1,1130.3,14.7,2.6,85.8,28.6,39.7,8.1,28.2,0,near_coast,c,25,6,moderate,1,0,0,722,1,lightning,0,1,20.5,0,
SP-01033,LINE-C1,193,500,Central,Insulator,2020-10-24,,1619,0,5.0,HI5,1.1272,12.0,37.7,21.1,12.03,0,1130.3,14.7,2.6,85.8,28.6,39.7,8.1,28.2,0,near_coast,c,25,6,moderate,1,0,0,722,0,vegetation,0,0,12.5,0,
SP-01033,LINE-C1,193,500,Central,Fittings,2020-10-24,,1619,0,2.11,HI2,0.4757,12.0,37.7,21.1,12.03,1,1130.3,14.7,2.6,85.8,28.6,39.7,8.1,28.2,0,near_coast,c,25,6,moderate,1,0,0,722,0,overload,0,0,6.1,0,
SP-01033,LINE-C1,193,500,Central,Arrester,2020-10-24,,1619,0,5.0,HI5,1.1272,12.0,37.7,21.1,12.03,2,1130.3,14.7,2.6,85.8,28.6,39.7,8.1,28.2,0,near_coast,c,25,6,moderate,1,0,0,722,1,lightning,0,1,5.4,0,
SP-01034,LINE-C1,194,500,Central,Conductor,2021-04-02,,1459,0,1.28,HI1,0.3202,10.8,44.8,25.2,11.07,0,1504.3,18.5,3.1,83.1,33.7,42.0,11.2,53.5,15,near_coast,c,50,4,minor,0,0,0,426,0,lightning,0,0,6.1,0,
SP-01034,LINE-C1,194,500,Central,Damper,2021-04-02,,1459,0,2.99,HI2,0.748,10.8,44.8,25.2,11.07,2,1504.3,18.5,3.1,83.1,33.7,42.0,11.2,53.5,15,near_coast,c,50,4,minor,0,0,0,426,0,equipment_failure,0,0,5.7,0,
SP-01034,LINE-C1,194,500,Central,Spacer,2021-04-02,,1459,0,2.13,HI2,0.5329,10.8,44.8,25.2,11.07,0,1504.3,18.5,3.1,83.1,33.7,42.0,11.2,53.5,15,near_coast,c,50,4,minor,0,0,0,426,0,wind,0,0,20.6,0,
SP-01034,LINE-C1,194,500,Central,Insulator,2021-04-02,,1459,0,3.99,HI3,0.9982,10.8,44.8,25.2,11.07,1,1504.3,18.5,3.1,83.1,33.7,42.0,11.2,53.5,15,near_coast,c,50,4,minor,0,0,0,426,1,vegetation,0,1,14.3,0,
SP-01034,LINE-C1,194,500,Central,Fittings,2021-04-02,,1459,0,3.83,HI3,0.9582,10.8,44.8,25.2,11.07,1,1504.3,18.5,3.1,83.1,33.7,42.0,11.2,53.5,15,near_coast,c,50,4,minor,0,0,0,426,0,wind,0,0,5.2,0,
SP-01034,LINE-C1,194,500,Central,Arrester,2021-04-02,,1459,0,2.14,HI2,0.5354,10.8,44.8,25.2,11.07,1,1504.3,18.5,3.1,83.1,33.7,42.0,11.2,53.5,15,near_coast,c,50,4,minor,0,0,0,426,5,lightning,3,2,5.8,0,
SP-01035,LINE-C1,195,500,Central,Conductor,2021-07-29,,1341,0,1.41,HI1,0.3838,9.9,41.1,55.2,11.36,2,1296.9,24.0,2.8,74.4,28.8,40.8,9.7,28.8,0,near_coast,c,20,1,minor,0,0,0,407,1,vegetation,0,1,14.9,0,
SP-01035,LINE-C1,195,500,Central,Damper,2021-07-29,,1341,0,3.0,HI3,0.8166,9.9,41.1,55.2,11.36,0,1296.9,24.0,2.8,74.4,28.8,40.8,9.7,28.8,0,near_coast,c,20,1,minor,0,0,0,407,1,wind,0,1,15.3,0,
SP-01035,LINE-C1,195,500,Central,Spacer,2021-07-29,,1341,0,2.72,HI2,0.7403,9.9,41.1,55.2,11.36,1,1296.9,24.0,2.8,74.4,28.8,40.8,9.7,28.8,0,near_coast,c,20,1,minor,0,0,0,407,1,wind,0,1,17.9,0,
SP-01035,LINE-C1,195,500,Central,Insulator,2021-07-29,,1341,0,3.9,HI3,1.0615,9.9,41.1,55.2,11.36,2,1296.9,24.0,2.8,74.4,28.8,40.8,9.7,28.8,0,near_coast,c,20,1,minor,0,0,0,407,0,overload,0,0,6.6,0,
SP-01035,LINE-C1,195,500,Central,Fittings,2021-07-29,,1341,0,2.9,HI2,0.7893,9.9,41.1,55.2,11.36,2,1296.9,24.0,2.8,74.4,28.8,40.8,9.7,28.8,0,near_coast,c,20,1,minor,0,0,0,407,2,lightning,1,1,14.8,0,
SP-01035,LINE-C1,195,500,Central,Arrester,2021-07-29,,1341,0,5.0,HI5,1.3609,9.9,41.1,55.2,11.36,0,1296.9,24.0,2.8,74.4,28.8,40.8,9.7,28.8,0,near_coast,c,20,1,minor,0,0,0,407,2,vegetation,1,1,35.0,0,
SP-01036,LINE-C1,196,500,Central,Conductor,2019-12-21,,1927,0,2.34,HI2,0.4432,11.8,45.2,40.6,11.71,1,1140.5,18.2,3.4,82.4,29.9,41.2,13.9,46.4,19,near_coast,c,25,3,minor,0,0,0,348,1,wind,0,1,16.7,0,
SP-01036,LINE-C1,196,500,Central,Damper,2019-12-21,,1927,0,2.45,HI2,0.4641,11.8,45.2,40.6,11.71,1,1140.5,18.2,3.4,82.4,29.9,41.2,13.9,46.4,19,near_coast,c,25,3,minor,0,0,0,348,0,lightning,0,0,8.9,0,
SP-01036,LINE-C1,196,500,Central,Spacer,2019-12-21,,1927,0,5.0,HI5,0.9471,11.8,45.2,40.6,11.71,1,1140.5,18.2,3.4,82.4,29.9,41.2,13.9,46.4,19,near_coast,c,25,3,minor,0,0,0,348,2,wind,1,1,3.5,0,
SP-01036,LINE-C1,196,500,Central,Insulator,2019-12-21,2023-03-15,1180,1,5.0,HI5,1.5466,11.8,45.2,40.6,11.71,0,1140.5,18.2,3.4,82.4,29.9,41.2,13.9,46.4,19,near_coast,c,25,3,minor,0,0,0,348,1,vegetation,0,1,4.1,1,end_of_life
SP-01036,LINE-C1,196,500,Central,Fittings,2019-12-21,,1927,0,3.86,HI3,0.7311,11.8,45.2,40.6,11.71,2,1140.5,18.2,3.4,82.4,29.9,41.2,13.9,46.4,19,near_coast,c,25,3,minor,0,0,0,348,1,equipment_failure,0,1,18.5,0,
SP-01036,LINE-C1,196,500,Central,Arrester,2019-12-21,,1927,0,3.98,HI3,0.7539,11.8,45.2,40.6,11.71,2,1140.5,18.2,3.4,82.4,29.9,41.2,13.9,46.4,19,near_coast,c,25,3,minor,0,0,0,348,2,lightning,1,1,19.5,0,
SP-01037,LINE-C1,197,500,Central,Conductor,2020-03-12,,1845,0,4.31,HI4,0.8527,3.6,18.4,29.1,11.41,0,1493.7,22.9,4.7,79.2,30.6,39.3,12.3,42.3,5,near_coast,c,50,0,none,0,0,0,591,1,vegetation,0,1,5.9,0,
SP-01037,LINE-C1,197,500,Central,Damper,2020-03-12,,1845,0,3.28,HI3,0.6489,3.6,18.4,29.1,11.41,1,1493.7,22.9,4.7,79.2,30.6,39.3,12.3,42.3,5,near_coast,c,50,0,none,0,0,0,591,2,unknown,1,1,12.6,0,
SP-01037,LINE-C1,197,500,Central,Spacer,2020-03-12,,1845,0,5.0,HI5,0.9892,3.6,18.4,29.1,11.41,2,1493.7,22.9,4.7,79.2,30.6,39.3,12.3,42.3,5,near_coast,c,50,0,none,0,0,0,591,0,wind,0,0,18.6,0,
SP-01037,LINE-C1,197,500,Central,Insulator,2020-03-12,,1845,0,5.0,HI5,0.9892,3.6,18.4,29.1,11.41,1,1493.7,22.9,4.7,79.2,30.6,39.3,12.3,42.3,5,near_coast,c,50,0,none,0,0,0,591,0,vegetation,0,0,17.8,0,
SP-01037,LINE-C1,197,500,Central,Fittings,2020-03-12,,1845,0,3.48,HI3,0.6885,3.6,18.4,29.1,11.41,1,1493.7,22.9,4.7,79.2,30.6,39.3,12.3,42.3,5,near_coast,c,50,0,none,0,0,0,591,2,vegetation,1,1,9.0,0,
SP-01037,LINE-C1,197,500,Central,Arrester,2020-03-12,,1845,0,3.0,HI3,0.5935,3.6,18.4,29.1,11.41,2,1493.7,22.9,4.7,79.2,30.6,39.3,12.3,42.3,5,near_coast,c,50,0,none,0,0,0,591,0,lightning,0,0,1.2,0,
SP-01038,LINE-C1,198,500,Central,Conductor,2018-09-26,,2378,0,5.0,HI5,0.7675,5.3,19.6,29.2,13.46,2,1355.5,16.6,2.9,71.6,31.9,40.9,10.8,54.8,36,near_coast,c,40,10,severe,1,1,1,58,2,vegetation,1,1,8.3,0,
SP-01038,LINE-C1,198,500,Central,Damper,2018-09-26,,2378,0,3.58,HI3,0.5495,5.3,19.6,29.2,13.46,0,1355.5,16.6,2.9,71.6,31.9,40.9,10.8,54.8,36,near_coast,c,40,10,severe,1,1,1,58,0,equipment_failure,0,0,6.9,0,
SP-01038,LINE-C1,198,500,Central,Spacer,2018-09-26,,2378,0,3.86,HI3,0.5925,5.3,19.6,29.2,13.46,3,1355.5,16.6,2.9,71.6,31.9,40.9,10.8,54.8,36,near_coast,c,40,10,severe,1,1,1,58,2,vegetation,1,1,15.7,0,
SP-01038,LINE-C1,198,500,Central,Insulator,2018-09-26,,2378,0,5.0,HI5,0.7675,5.3,19.6,29.2,13.46,2,1355.5,16.6,2.9,71.6,31.9,40.9,10.8,54.8,36,near_coast,c,40,10,severe,1,1,1,58,1,wind,0,1,11.3,0,
SP-01038,LINE-C1,198,500,Central,Fittings,2018-09-26,,2378,0,5.0,HI5,0.7675,5.3,19.6,29.2,13.46,1,1355.5,16.6,2.9,71.6,31.9,40.9,10.8,54.8,36,near_coast,c,40,10,severe,1,1,1,58,0,equipment_failure,0,0,7.0,0,
SP-01038,LINE-C1,198,500,Central,Arrester,2018-09-26,2021-05-12,959,1,5.0,HI5,1.903,5.3,19.6,29.2,13.46,1,1355.5,16.6,2.9,71.6,31.9,40.9,10.8,54.8,36,near_coast,c,40,10,severe,1,1,1,58,3,vegetation,2,1,9.9,1,lightning_damage
SP-01039,LINE-C1,199,500,Central,Conductor,2020-10-04,,1639,0,2.88,HI2,0.6414,4.8,21.0,45.4,11.65,1,1447.0,27.4,4.3,77.8,28.3,42.0,13.6,58.5,43,near_coast,c,40,1,minor,0,0,0,281,1,equipment_failure,0,1,16.3,0,
SP-01039,LINE-C1,199,500,Central,Damper,2020-10-04,,1639,0,5.0,HI5,1.1135,4.8,21.0,45.4,11.65,0,1447.0,27.4,4.3,77.8,28.3,42.0,13.6,58.5,43,near_coast,c,40,1,minor,0,0,0,281,0,wind,0,0,12.0,0,
SP-01039,LINE-C1,199,500,Central,Spacer,2020-10-04,,1639,0,2.4,HI2,0.5345,4.8,21.0,45.4,11.65,0,1447.0,27.4,4.3,77.8,28.3,42.0,13.6,58.5,43,near_coast,c,40,1,minor,0,0,0,281,1,lightning,0,1,5.9,0,
SP-01039,LINE-C1,199,500,Central,Insulator,2020-10-04,2024-03-16,1259,1,5.0,HI5,1.4496,4.8,21.0,45.4,11.65,2,1447.0,27.4,4.3,77.8,28.3,42.0,13.6,58.5,43,near_coast,c,40,1,minor,0,0,0,281,2,overload,1,1,11.4,1,mechanical_fatigue
SP-01039,LINE-C1,199,500,Central,Fittings,2020-10-04,,1639,0,2.37,HI2,0.5278,4.8,21.0,45.4,11.65,0,1447.0,27.4,4.3,77.8,28.3,42.0,13.6,58.5,43,near_coast,c,40,1,minor,0,0,0,281,0,equipment_failure,0,0,15.2,0,
SP-01039,LINE-C1,199,500,Central,Arrester,2020-10-04,,1639,0,2.61,HI2,0.5812,4.8,21.0,45.4,11.65,0,1447.0,27.4,4.3,77.8,28.3,42.0,13.6,58.5,43,near_coast,c,40,1,minor,0,0,0,281,0,lightning,0,0,9.6,0,
SP-01040,LINE-C1,200,500,Central,Conductor,2020-05-24,,1772,0,2.5,HI2,0.515,4.0,15.2,37.6,18.68,0,1329.1,17.5,4.5,76.3,28.7,38.0,13.7,35.6,0,near_coast,c,20,1,minor,0,0,0,723,0,wind,0,0,45.6,0,
SP-01040,LINE-C1,200,500,Central,Damper,2020-05-24,2024-02-06,1353,1,5.0,HI5,1.3489,4.0,15.2,37.6,18.68,3,1329.1,17.5,4.5,76.3,28.7,38.0,13.7,35.6,0,near_coast,c,20,1,minor,0,0,0,723,3,wind,2,1,5.7,1,end_of_life
SP-01040,LINE-C1,200,500,Central,Spacer,2020-05-24,,1772,0,2.97,HI2,0.6118,4.0,15.2,37.6,18.68,1,1329.1,17.5,4.5,76.3,28.7,38.0,13.7,35.6,0,near_coast,c,20,1,minor,0,0,0,723,0,wind,0,0,13.9,0,
SP-01040,LINE-C1,200,500,Central,Insulator,2020-05-24,,1772,0,5.0,HI5,1.0299,4.0,15.2,37.6,18.68,2,1329.1,17.5,4.5,76.3,28.7,38.0,13.7,35.6,0,near_coast,c,20,1,minor,0,0,0,723,2,equipment_failure,1,1,7.9,0,
SP-01040,LINE-C1,200,500,Central,Fittings,2020-05-24,,1772,0,5.0,HI5,1.0299,4.0,15.2,37.6,18.68,2,1329.1,17.5,4.5,76.3,28.7,38.0,13.7,35.6,0,near_coast,c,20,1,minor,0,0,0,723,2,wind,1,1,26.5,0,
SP-01040,LINE-C1,200,500,Central,Arrester,2020-05-24,,1772,0,5.0,HI5,1.0299,4.0,15.2,37.6,18.68,3,1329.1,17.5,4.5,76.3,28.7,38.0,13.7,35.6,0,near_coast,c,20,1,minor,0,0,0,723,1,lightning,0,1,22.6,0,
SP-01041,LINE-C1,201,500,Central,Conductor,2019-09-09,2024-01-18,1592,1,5.0,HI5,1.1464,8.9,32.3,18.8,14.75,3,1536.6,16.5,4.7,75.1,30.8,41.5,13.2,28.0,0,near_coast,c,20,0,none,0,0,0,723,0,unknown,0,0,3.1,0,end_of_life
SP-01041,LINE-C1,201,500,Central,Damper,2019-09-09,,2030,0,2.86,HI2,0.5142,8.9,32.3,18.8,14.75,2,1536.6,16.5,4.7,75.1,30.8,41.5,13.2,28.0,0,near_coast,c,20,0,none,0,0,0,723,2,equipment_failure,1,1,4.7,0,
SP-01041,LINE-C1,201,500,Central,Spacer,2019-09-09,,2030,0,2.14,HI2,0.3848,8.9,32.3,18.8,14.75,1,1536.6,16.5,4.7,75.1,30.8,41.5,13.2,28.0,0,near_coast,c,20,0,none,0,0,0,723,2,wind,1,1,9.2,0,
SP-01041,LINE-C1,201,500,Central,Insulator,2019-09-09,,2030,0,3.67,HI3,0.6599,8.9,32.3,18.8,14.75,0,1536.6,16.5,4.7,75.1,30.8,41.5,13.2,28.0,0,near_coast,c,20,0,none,0,0,0,723,0,equipment_failure,0,0,13.6,0,
SP-01041,LINE-C1,201,500,Central,Fittings,2019-09-09,,2030,0,3.18,HI3,0.5718,8.9,32.3,18.8,14.75,3,1536.6,16.5,4.7,75.1,30.8,41.5,13.2,28.0,0,near_coast,c,20,0,none,0,0,0,723,2,vegetation,1,1,66.9,0,
SP-01041,LINE-C1,201,500,Central,Arrester,2019-09-09,,2030,0,4.34,HI4,0.7803,8.9,32.3,18.8,14.75,3,1536.6,16.5,4.7,75.1,30.8,41.5,13.2,28.0,0,near_coast,c,20,0,none,0,0,0,723,0,wind,0,0,19.7,0,
SP-01042,LINE-C1,202,500,Central,Conductor,2020-01-29,,1888,0,2.5,HI2,0.4833,6.3,21.9,17.2,12.23,0,1543.0,15.7,2.3,85.7,31.4,38.7,11.9,35.6,0,near_coast,c,25,3,minor,0,0,0,294,2,wind,1,1,4.1,0,
SP-01042,LINE-C1,202,500,Central,Damper,2020-01-29,,1888,0,2.98,HI2,0.5761,6.3,21.9,17.2,12.23,2,1543.0,15.7,2.3,85.7,31.4,38.7,11.9,35.6,0,near_coast,c,25,3,minor,0,0,0,294,2,vegetation,1,1,10.5,0,
SP-01042,LINE-C1,202,500,Central,Spacer,2020-01-29,,1888,0,3.94,HI3,0.7617,6.3,21.9,17.2,12.23,1,1543.0,15.7,2.3,85.7,31.4,38.7,11.9,35.6,0,near_coast,c,25,3,minor,0,0,0,294,0,wind,0,0,18.4,0,
